form,lemma,part_of_speech,id_sen
игре,игра,NOUN,1665.0
участники,участник,NOUN,1665.0
выбирают,выбирать,VERB,1665.0
не,не,PART,1665.0
тот,тот,DET,1665.0
вариант,вариант,NOUN,1665.0
",",",",PUNCT,1665.0
что,что,PRON,1665.0
им,они,PRON,1665.0
наиболее,наиболее,ADV,1665.0
выгоден,выгодный,ADJ,1665.0
",",",",PUNCT,1665.0
а,а,CCONJ,1665.0
тот,тот,DET,1665.0
",",",",PUNCT,1665.0
который,который,PRON,1665.0
дает,давать,VERB,1665.0
им,они,PRON,1665.0
нечто,нечто,PRON,1665.0
нематериальное,нематериальный,ADJ,1665.0
-,-,PUNCT,1665.0
удовлетворение,удовлетворение,NOUN,1665.0
чувства,чувство,NOUN,1665.0
справедливости,справедливость,NOUN,1665.0
.,.,PUNCT,1665.0
Причем,причем,ADV,1666.0
так,так,ADV,1666.0
происходит,происходить,VERB,1666.0
везде,везде,ADV,1666.0
",",",",PUNCT,1666.0
в,в,ADP,1666.0
столь,столь,ADV,1666.0
разных,разный,ADJ,1666.0
странах,страна,NOUN,1666.0
",",",",PUNCT,1666.0
как,как,SCONJ,1666.0
США,США,PROPN,1666.0
",",",",PUNCT,1666.0
Россия,Россия,PROPN,1666.0
",",",",PUNCT,1666.0
Япония,Япония,PROPN,1666.0
и,и,CCONJ,1666.0
Франция,Франция,PROPN,1666.0
.,.,PUNCT,1666.0
Может,мочь,VERB,1667.0
быть,быть,VERB,1667.0
",",",",PUNCT,1667.0
увеличив,увеличить,VERB,1667.0
стоящую,стоять,VERB,1667.0
на,на,ADP,1667.0
кону,кон,NOUN,1667.0
сумму,сумма,NOUN,1667.0
",",",",PUNCT,1667.0
можно,можно,ADV,1667.0
добиться,добиться,VERB,1667.0
более,более,ADV,1667.0
рационального,рациональный,ADJ,1667.0
поведения,поведение,NOUN,1667.0
?,?,PUNCT,1667.0
Ведь,ведь,PART,1668.0
если,если,SCONJ,1668.0
бы,бы,AUX,1668.0
предлагали,предлагать,VERB,1668.0
разделить,разделить,VERB,1668.0
миллион,миллион,NOUN,1668.0
долларов,доллар,NOUN,1668.0
",",",",PUNCT,1668.0
вряд,вряд,ADV,1668.0
ли,ли,PART,1668.0
кто,кто,PRON,1668.0
отказался,отказаться,VERB,1668.0
бы,бы,AUX,1668.0
получить,получить,VERB,1668.0
ни,ни,PART,1668.0
за,за,ADP,1668.0
что,что,PRON,1668.0
ни,ни,PART,1668.0
про,про,ADP,1668.0
что,что,PRON,1668.0
сто,сто,NUM,1668.0
тысяч,тысяча,NOUN,1668.0
.,.,PUNCT,1668.0
Однако,однако,ADV,1669.0
в,в,ADP,1669.0
таких,такой,DET,1669.0
странах,страна,NOUN,1669.0
",",",",PUNCT,1669.0
как,как,SCONJ,1669.0
Индонезия,Индонезия,PROPN,1669.0
",",",",PUNCT,1669.0
где,где,ADV,1669.0
один,один,NUM,1669.0
-,-,PUNCT,1669.0
два,два,NUM,1669.0
доллара,доллар,NOUN,1669.0
представляют,представлять,VERB,1669.0
собой,себя,PRON,1669.0
неплохой,неплохой,ADJ,1669.0
заработок,заработок,NOUN,1669.0
за,за,ADP,1669.0
три,три,NUM,1669.0
рабочих,рабочий,ADJ,1669.0
дня,день,NOUN,1669.0
",",",",PUNCT,1669.0
происходит,происходить,VERB,1669.0
то,то,PRON,1669.0
же,же,PART,1669.0
самое,самый,ADJ,1669.0
.,.,PUNCT,1669.0
Похоже,похожий,ADJ,1670.0
",",",",PUNCT,1670.0
что,что,SCONJ,1670.0
в,в,ADP,1670.0
данном,данный,ADJ,1670.0
эксперименте,эксперимент,NOUN,1670.0
реализуется,реализоваться,VERB,1670.0
модель,модель,NOUN,1670.0
известной,известный,ADJ,1670.0
притчи,притча,NOUN,1670.0
:,:,PUNCT,1670.0
"""","""",PUNCT,1670.0
Не,не,PART,1670.0
надо,надо,ADV,1670.0
мне,я,PRON,1670.0
второй,второй,ADJ,1670.0
коровы,корова,NOUN,1670.0
",",",",PUNCT,1670.0
хочу,хотеть,VERB,1670.0
",",",",PUNCT,1670.0
чтобы,чтобы,SCONJ,1670.0
соседская,соседский,ADJ,1670.0
сдохла,сдохнуть,VERB,1670.0
!,!,PUNCT,1670.0
"""","""",PUNCT,1670.0
И,и,CCONJ,1671.0
подобным,подобный,ADJ,1671.0
образом,образ,NOUN,1671.0
действуют,действовать,VERB,1671.0
не,не,PART,1671.0
только,только,PART,1671.0
люди,человек,NOUN,1671.0
.,.,PUNCT,1671.0
Случилось,случиться,VERB,1672.0
так,так,ADV,1672.0
",",",",PUNCT,1672.0
что,что,SCONJ,1672.0
ровно,ровно,ADV,1672.0
в,в,ADP,1672.0
тот,тот,DET,1672.0
день,день,NOUN,1672.0
",",",",PUNCT,1672.0
когда,когда,SCONJ,1672.0
подал,подать,VERB,1672.0
в,в,ADP,1672.0
отставку,отставка,NOUN,1672.0
Ричард,Ричард,PROPN,1672.0
Грассо,Грассо,PROPN,1672.0
",",",",PUNCT,1672.0
два,два,NUM,1672.0
американских,американский,ADJ,1672.0
биолога,биолог,NOUN,1672.0
опубликовали,опубликовать,VERB,1672.0
результаты,результат,NOUN,1672.0
своих,свой,DET,1672.0
опытов,опыт,NOUN,1672.0
с,с,ADP,1672.0
обезьянами,обезьяна,NOUN,1672.0
капуцинами,капуцин,NOUN,1672.0
.,.,PUNCT,1672.0
Их,они,PRON,1673.0
научили,научить,VERB,1673.0
давать,давать,VERB,1673.0
экспериментатору,экспериментатор,NOUN,1673.0
камешки,камешек,NOUN,1673.0
в,в,ADP,1673.0
обмен,обмен,NOUN,1673.0
на,на,ADP,1673.0
пищу,пища,NOUN,1673.0
.,.,PUNCT,1673.0
За,за,ADP,1674.0
камешек,камешек,NOUN,1674.0
обезьяна,обезьяна,NOUN,1674.0
получала,получать,VERB,1674.0
ломтик,ломтик,NOUN,1674.0
огурца,огурец,NOUN,1674.0
.,.,PUNCT,1674.0
Капуцины,капуцин,NOUN,1675.0
работали,работать,VERB,1675.0
в,в,ADP,1675.0
паре,пара,NOUN,1675.0
",",",",PUNCT,1675.0
и,и,CCONJ,1675.0
пока,пока,SCONJ,1675.0
обе,оба,NUM,1675.0
обезьяны,обезьяна,NOUN,1675.0
получали,получать,VERB,1675.0
по,по,ADP,1675.0
ломтику,ломтик,NOUN,1675.0
огурца,огурец,NOUN,1675.0
за,за,ADP,1675.0
свои,свой,DET,1675.0
камешки,камешек,NOUN,1675.0
",",",",PUNCT,1675.0
все,все,PRON,1675.0
шло,идти,VERB,1675.0
как,как,SCONJ,1675.0
по,по,ADP,1675.0
маслу,масло,NOUN,1675.0
.,.,PUNCT,1675.0
Но,но,CCONJ,1676.0
когда,когда,SCONJ,1676.0
экспериментаторы,экспериментатор,NOUN,1676.0
изменили,изменить,VERB,1676.0
правила,правило,NOUN,1676.0
и,и,CCONJ,1676.0
стали,стать,VERB,1676.0
давать,давать,VERB,1676.0
одной,один,DET,1676.0
обезьяне,обезьяна,NOUN,1676.0
за,за,ADP,1676.0
камешек,камешек,NOUN,1676.0
сладкую,сладкий,ADJ,1676.0
виноградину,виноградина,NOUN,1676.0
",",",",PUNCT,1676.0
а,а,CCONJ,1676.0
другой,другой,ADJ,1676.0
_,_,,1676.0
по-прежнему,по-прежнему,ADV,1676.0
огурец,огурец,NOUN,1676.0
",",",",PUNCT,1676.0
идиллия,идиллия,NOUN,1676.0
нарушилась,нарушиться,VERB,1676.0
.,.,PUNCT,1676.0
Столкнувшись,столкнуться,VERB,1677.0
с,с,ADP,1677.0
такой,такой,DET,1677.0
несправедливостью,несправедливость,NOUN,1677.0
",",",",PUNCT,1677.0
обделенные,обделить,VERB,1677.0
капуцины,капуцин,NOUN,1677.0
перестали,перестать,VERB,1677.0
съедать,съедать,VERB,1677.0
свою,свой,DET,1677.0
порцию,порция,NOUN,1677.0
огурца,огурец,NOUN,1677.0
",",",",PUNCT,1677.0
а,а,CCONJ,1677.0
в,в,ADP,1677.0
40,40,NUM,1677.0
%,%,SYM,1677.0
случаев,случай,NOUN,1677.0
вообще,вообще,ADV,1677.0
перестали,перестать,VERB,1677.0
"""","""",PUNCT,1677.0
покупать,покупать,VERB,1677.0
"""","""",PUNCT,1677.0
угощение,угощение,NOUN,1677.0
.,.,PUNCT,1677.0
Когда,когда,SCONJ,1678.0
же,же,PART,1678.0
одной,один,NUM,1678.0
из,из,ADP,1678.0
обезьян,обезьяна,NOUN,1678.0
начали,начать,VERB,1678.0
давать,давать,VERB,1678.0
виноградину,виноградина,NOUN,1678.0
вообще,вообще,ADV,1678.0
ни,ни,PART,1678.0
за,за,ADP,1678.0
что,что,PRON,1678.0
",",",",PUNCT,1678.0
без,без,ADP,1678.0
камешка,камешек,NOUN,1678.0
",",",",PUNCT,1678.0
положение,положение,NOUN,1678.0
еще,еще,ADV,1678.0
более,более,ADV,1678.0
ухудшилось,ухудшиться,VERB,1678.0
.,.,PUNCT,1678.0
Вторая,второй,ADJ,1679.0
обезьяна,обезьяна,NOUN,1679.0
часто,часто,ADV,1679.0
стала,стать,VERB,1679.0
с,с,ADP,1679.0
гневом,гнев,NOUN,1679.0
выбрасывать,выбрасывать,VERB,1679.0
свой,свой,DET,1679.0
камешек,камешек,NOUN,1679.0
и,и,CCONJ,1679.0
меняла,менять,VERB,1679.0
его,он,PRON,1679.0
на,на,ADP,1679.0
огурец,огурец,NOUN,1679.0
только,только,PART,1679.0
в,в,ADP,1679.0
20,20,NUM,1679.0
%,%,SYM,1679.0
случаев,случай,NOUN,1679.0
.,.,PUNCT,1679.0
Иными,иной,ADJ,1680.0
словами,слово,NOUN,1680.0
",",",",PUNCT,1680.0
капуцины,капуцин,NOUN,1680.0
перестали,перестать,VERB,1680.0
участвовать,участвовать,VERB,1680.0
в,в,ADP,1680.0
торговле,торговля,NOUN,1680.0
(,(,PUNCT,1680.0
в,в,ADP,1680.0
конце,конец,NOUN,1680.0
концов,конец,NOUN,1680.0
",",",",PUNCT,1680.0
ломтик,ломтик,NOUN,1680.0
огурца,огурец,NOUN,1680.0
за,за,ADP,1680.0
камешек,камешек,NOUN,1680.0
-,-,PUNCT,1680.0
неплохая,неплохой,ADJ,1680.0
сделка,сделка,NOUN,1680.0
),),PUNCT,1680.0
",",",",PUNCT,1680.0
просто,просто,PART,1680.0
чтобы,чтобы,SCONJ,1680.0
выразить,выразить,VERB,1680.0
свое,свой,DET,1680.0
возмущение,возмущение,NOUN,1680.0
несправедливостью,несправедливость,NOUN,1680.0
",",",",PUNCT,1680.0
"""","""",PUNCT,1680.0
нечестно,нечестно,ADV,1680.0
нажитым,нажить,VERB,1680.0
богатством,богатство,NOUN,1680.0
"""","""",PUNCT,1680.0
своего,свой,DET,1680.0
партнера,партнер,NOUN,1680.0
по,по,ADP,1680.0
эксперименту,эксперимент,NOUN,1680.0
.,.,PUNCT,1680.0
Скорее,скорее,ADV,1681.0
всего,все,PRON,1681.0
",",",",PUNCT,1681.0
если,если,SCONJ,1681.0
бы,бы,AUX,1681.0
",",",",PUNCT,1681.0
как,как,SCONJ,1681.0
в,в,ADP,1681.0
опыте,опыт,NOUN,1681.0
с,с,ADP,1681.0
разделом,раздел,NOUN,1681.0
10,10,NUM,1681.0
долларов,доллар,NOUN,1681.0
",",",",PUNCT,1681.0
капуцин,капуцин,NOUN,1681.0
мог,мочь,VERB,1681.0
навредить,навредить,VERB,1681.0
своему,свой,DET,1681.0
партнеру,партнер,NOUN,1681.0
",",",",PUNCT,1681.0
лишив,лишить,VERB,1681.0
его,он,PRON,1681.0
виноградины,виноградина,NOUN,1681.0
(,(,PUNCT,1681.0
а,а,CCONJ,1681.0
заодно,заодно,ADV,1681.0
_,_,,1681.0
себя,себя,PRON,1681.0
огурца,огурец,NOUN,1681.0
),),PUNCT,1681.0
",",",",PUNCT,1681.0
он,он,PRON,1681.0
бы,бы,AUX,1681.0
это,это,PRON,1681.0
сделал,делать,VERB,1681.0
.,.,PUNCT,1681.0
Похоже,похожий,ADJ,1682.0
",",",",PUNCT,1682.0
что,что,SCONJ,1682.0
и,и,CCONJ,1682.0
люди,человек,NOUN,1682.0
и,и,CCONJ,1682.0
обезьяны,обезьяна,NOUN,1682.0
стремятся,стремиться,VERB,1682.0
к,к,ADP,1682.0
тому,то,PRON,1682.0
",",",",PUNCT,1682.0
чтобы,чтобы,SCONJ,1682.0
заработок,заработок,NOUN,1682.0
был,быть,AUX,1682.0
честным,честный,ADJ,1682.0
",",",",PUNCT,1682.0
справедливым,справедливый,ADJ,1682.0
(,(,PUNCT,1682.0
особенно,особенно,ADV,1682.0
если,если,SCONJ,1682.0
он,он,PRON,1682.0
не,не,PART,1682.0
мой,мой,DET,1682.0
",",",",PUNCT,1682.0
а,а,CCONJ,1682.0
моего,мой,DET,1682.0
партнера,партнер,NOUN,1682.0
),),PUNCT,1682.0
В,в,ADP,1683.0
игре,игра,NOUN,1683.0
с,с,ADP,1683.0
разделом,раздел,NOUN,1683.0
долларов,доллар,NOUN,1683.0
людям,человек,NOUN,1683.0
предлагают,предлагать,VERB,1683.0
деньги,деньги,NOUN,1683.0
",",",",PUNCT,1683.0
пусть,пусть,PART,1683.0
небольшие,небольшой,ADJ,1683.0
",",",",PUNCT,1683.0
практически,практически,ADV,1683.0
ни,ни,PART,1683.0
за,за,ADP,1683.0
что,что,PRON,1683.0
-,-,PUNCT,1683.0
за,за,ADP,1683.0
несколько,несколько,NUM,1683.0
минут,минута,NOUN,1683.0
",",",",PUNCT,1683.0
в,в,ADP,1683.0
течение,течение,NOUN,1683.0
которых,который,PRON,1683.0
надо,надо,ADV,1683.0
ответить,ответить,VERB,1683.0
"""","""",PUNCT,1683.0
да,да,PART,1683.0
"""","""",PUNCT,1683.0
или,или,CCONJ,1683.0
"""","""",PUNCT,1683.0
нет,нет,PART,1683.0
"""","""",PUNCT,1683.0
.,.,PUNCT,1683.0
Отказ,отказ,NOUN,1684.0
от,от,ADP,1684.0
плывущей,плыть,VERB,1684.0
в,в,ADP,1684.0
руки,рука,NOUN,1684.0
суммы,сумма,NOUN,1684.0
",",",",PUNCT,1684.0
даже,даже,PART,1684.0
малой,малый,ADJ,1684.0
-,-,PUNCT,1684.0
не,не,PART,1684.0
повседневное,повседневный,ADJ,1684.0
явление,явление,NOUN,1684.0
.,.,PUNCT,1684.0
И,и,CCONJ,1685.0
все,все,PART,1685.0
же,же,PART,1685.0
люди,человек,NOUN,1685.0
на,на,ADP,1685.0
это,это,PRON,1685.0
идут,идти,VERB,1685.0
",",",",PUNCT,1685.0
чтобы,чтобы,SCONJ,1685.0
обеспечить,обеспечить,VERB,1685.0
честную,честный,ADJ,1685.0
дележку,дележка,NOUN,1685.0
",",",",PUNCT,1685.0
удовлетворить,удовлетворить,VERB,1685.0
свое,свой,DET,1685.0
чувство,чувство,NOUN,1685.0
справедливости,справедливость,NOUN,1685.0
.,.,PUNCT,1685.0
Так,так,ADV,1686.0
же,же,PART,1686.0
поступают,поступать,VERB,1686.0
и,и,PART,1686.0
капуцины,капуцин,NOUN,1686.0
.,.,PUNCT,1686.0
Если,если,SCONJ,1687.0
только,только,PART,1687.0
что,что,SCONJ,1687.0
обезьяна,обезьяна,NOUN,1687.0
считала,считать,VERB,1687.0
вполне,вполне,ADV,1687.0
нормальным,нормальный,ADJ,1687.0
обмен,обмен,NOUN,1687.0
камешка,камешек,NOUN,1687.0
на,на,ADP,1687.0
огурец,огурец,NOUN,1687.0
",",",",PUNCT,1687.0
но,но,CCONJ,1687.0
перестала,перестать,VERB,1687.0
идти,идти,VERB,1687.0
на,на,ADP,1687.0
обмен,обмен,NOUN,1687.0
",",",",PUNCT,1687.0
увидев,видеть,VERB,1687.0
",",",",PUNCT,1687.0
что,что,SCONJ,1687.0
партнер,партнер,NOUN,1687.0
получает,получать,VERB,1687.0
не,не,PART,1687.0
огурец,огурец,NOUN,1687.0
",",",",PUNCT,1687.0
а,а,CCONJ,1687.0
виноград,виноград,NOUN,1687.0
",",",",PUNCT,1687.0
-,-,PUNCT,1687.0
она,она,PRON,1687.0
",",",",PUNCT,1687.0
видимо,видимо,ADV,1687.0
",",",",PUNCT,1687.0
тоже,тоже,PART,1687.0
ищет,искать,VERB,1687.0
справедливости,справедливость,NOUN,1687.0
.,.,PUNCT,1687.0
Это,этот,DET,1688.0
чувство,чувство,NOUN,1688.0
",",",",PUNCT,1688.0
похоже,похоже,ADV,1688.0
",",",",PUNCT,1688.0
заложено,заложить,VERB,1688.0
в,в,ADP,1688.0
нашей,наш,DET,1688.0
биологической,биологический,ADJ,1688.0
природе,природа,NOUN,1688.0
.,.,PUNCT,1688.0
Означает,означать,VERB,1689.0
ли,ли,PART,1689.0
это,это,PRON,1689.0
",",",",PUNCT,1689.0
что,что,SCONJ,1689.0
мы,мы,PRON,1689.0
хотели,хотеть,VERB,1689.0
бы,бы,AUX,1689.0
",",",",PUNCT,1689.0
чтобы,чтобы,SCONJ,1689.0
в,в,ADP,1689.0
идеальном,идеальный,ADJ,1689.0
мире,мир,NOUN,1689.0
у,у,ADP,1689.0
всех,все,PRON,1689.0
было,быть,AUX,1689.0
денег,деньги,NOUN,1689.0
(,(,PUNCT,1689.0
или,или,CCONJ,1689.0
винограда,виноград,NOUN,1689.0
),),PUNCT,1689.0
поровну,поровну,ADV,1689.0
?,?,PUNCT,1689.0
Нет,нет,VERB,1690.0
.,.,PUNCT,1690.0
Люди,человек,NOUN,1691.0
просто,просто,PART,1691.0
хотят,хотеть,VERB,1691.0
",",",",PUNCT,1691.0
чтобы,чтобы,SCONJ,1691.0
человек,человек,NOUN,1691.0
получал,получать,VERB,1691.0
деньги,деньги,NOUN,1691.0
",",",",PUNCT,1691.0
которые,который,PRON,1691.0
он,он,PRON,1691.0
честно,честно,ADV,1691.0
заслужил,заслужить,VERB,1691.0
.,.,PUNCT,1691.0
Это,это,PRON,1692.0
доказывает,доказывать,VERB,1692.0
немного,немного,ADV,1692.0
усложненный,усложнить,VERB,1692.0
вариант,вариант,NOUN,1692.0
опыта,опыт,NOUN,1692.0
с,с,ADP,1692.0
разделом,раздел,NOUN,1692.0
долларов,доллар,NOUN,1692.0
.,.,PUNCT,1692.0
Если,если,SCONJ,1693.0
в,в,ADP,1693.0
первом,первый,ADJ,1693.0
варианте,вариант,NOUN,1693.0
экспериментатор,экспериментатор,NOUN,1693.0
сам,сам,ADJ,1693.0
назначал,назначать,VERB,1693.0
"""","""",PUNCT,1693.0
банкомета,банкомет,NOUN,1693.0
"""","""",PUNCT,1693.0
случайным,случайный,ADJ,1693.0
образом,образ,NOUN,1693.0
",",",",PUNCT,1693.0
на,на,ADP,1693.0
этот,этот,DET,1693.0
раз,раз,NOUN,1693.0
перед,перед,ADP,1693.0
игрой,игра,NOUN,1693.0
проводится,проводить,VERB,1693.0
какой-либо,какой-либо,DET,1693.0
простенький,простенький,ADJ,1693.0
психологический,психологический,ADJ,1693.0
тест,тест,NOUN,1693.0
",",",",PUNCT,1693.0
например,например,ADV,1693.0
на,на,ADP,1693.0
внимание,внимание,NOUN,1693.0
или,или,CCONJ,1693.0
на,на,ADP,1693.0
быстроту,быстрота,NOUN,1693.0
реакции,реакция,NOUN,1693.0
",",",",PUNCT,1693.0
или,или,CCONJ,1693.0
на,на,ADP,1693.0
зрительную,зрительный,ADJ,1693.0
память,память,NOUN,1693.0
.,.,PUNCT,1693.0
Экспериментатор,экспериментатор,NOUN,1694.0
объявляет,объявлять,VERB,1694.0
",",",",PUNCT,1694.0
что,что,SCONJ,1694.0
в,в,ADP,1694.0
тесте,тест,NOUN,1694.0
победил,победить,VERB,1694.0
партнер,партнер,NOUN,1694.0
А,А,PROPN,1694.0
(,(,PUNCT,1694.0
вне,вне,ADP,1694.0
зависимости,зависимость,NOUN,1694.0
от,от,ADP,1694.0
реальных,реальный,ADJ,1694.0
результатов,результат,NOUN,1694.0
),),PUNCT,1694.0
и,и,CCONJ,1694.0
именно,именно,PART,1694.0
он,он,PRON,1694.0
будет,быть,AUX,1694.0
делить,делить,VERB,1694.0
деньги,деньги,NOUN,1694.0
.,.,PUNCT,1694.0
Оказалось,оказаться,VERB,1695.0
",",",",PUNCT,1695.0
что,что,SCONJ,1695.0
при,при,ADP,1695.0
таких,такой,DET,1695.0
правилах,правило,NOUN,1695.0
партнер,партнер,NOUN,1695.0
Б,Б,PROPN,1695.0
бывает,бывать,VERB,1695.0
гораздо,гораздо,ADV,1695.0
уступчивее,уступчивый,ADJ,1695.0
.,.,PUNCT,1695.0
Ни,ни,PART,1696.0
одно,один,NUM,1696.0
самое,самый,ADJ,1696.0
скромное,скромный,ADJ,1696.0
предложение,предложение,NOUN,1696.0
не,не,PART,1696.0
было,быть,AUX,1696.0
отвергнуто,отвергнуть,VERB,1696.0
.,.,PUNCT,1696.0
Очевидно,очевидно,ADV,1697.0
",",",",PUNCT,1697.0
в,в,ADP,1697.0
этом,этот,DET,1697.0
случае,случай,NOUN,1697.0
люди,человек,NOUN,1697.0
считают,считать,VERB,1697.0
",",",",PUNCT,1697.0
что,что,SCONJ,1697.0
"""","""",PUNCT,1697.0
банкомет,банкомет,NOUN,1697.0
"""","""",PUNCT,1697.0
заслужил,заслужить,VERB,1697.0
свое,свой,DET,1697.0
привилегированное,привилегированный,ADJ,1697.0
положение,положение,NOUN,1697.0
и,и,CCONJ,1697.0
потому,потому,ADV,1697.0
предложенная,предложить,VERB,1697.0
им,он,PRON,1697.0
дележка,дележка,NOUN,1697.0
в,в,ADP,1697.0
его,его,DET,1697.0
пользу,польза,NOUN,1697.0
справедлива,справедливый,ADJ,1697.0
.,.,PUNCT,1697.0
Короче,коротко,ADV,1698.0
говоря,говорить,VERB,1698.0
",",",",PUNCT,1698.0
люди,человек,NOUN,1698.0
(,(,PUNCT,1698.0
и,и,CCONJ,1698.0
обезьяны,обезьяна,NOUN,1698.0
),),PUNCT,1698.0
хотят,хотеть,VERB,1698.0
",",",",PUNCT,1698.0
чтобы,чтобы,SCONJ,1698.0
между,между,ADP,1698.0
достижениями,достижение,NOUN,1698.0
субъекта,субъект,NOUN,1698.0
и,и,CCONJ,1698.0
его,его,DET,1698.0
вознаграждением,вознаграждение,NOUN,1698.0
имелось,иметься,VERB,1698.0
какое-то,какой-то,DET,1698.0
разумное,разумный,ADJ,1698.0
соотношение,соотношение,NOUN,1698.0
.,.,PUNCT,1698.0
Этого,это,PRON,1699.0
не,не,PART,1699.0
было,быть,VERB,1699.0
",",",",PUNCT,1699.0
когда,когда,SCONJ,1699.0
несколько,несколько,NUM,1699.0
никому,никто,PRON,1699.0
ранее,ранее,ADV,1699.0
не,не,PART,1699.0
известных,известный,ADJ,1699.0
человек,человек,NOUN,1699.0
за,за,ADP,1699.0
два,два,NUM,1699.0
-,-,PUNCT,1699.0
три,три,NUM,1699.0
года,год,NOUN,1699.0
"""","""",PUNCT,1699.0
заработали,заработать,VERB,1699.0
"""","""",PUNCT,1699.0
в,в,ADP,1699.0
России,Россия,PROPN,1699.0
по,по,ADP,1699.0
10,10,NUM,1699.0
-,-,PUNCT,1699.0
15,15,NUM,1699.0
миллиардов,миллиард,NOUN,1699.0
долларов,доллар,NOUN,1699.0
.,.,PUNCT,1699.0
Этого,это,PRON,1700.0
не,не,PART,1700.0
было,быть,AUX,1700.0
и,и,PART,1700.0
в,в,ADP,1700.0
случае,случай,NOUN,1700.0
с,с,ADP,1700.0
Ричардом,Ричард,PROPN,1700.0
Грассо,Грассо,PROPN,1700.0
",",",",PUNCT,1700.0
хотя,хотя,SCONJ,1700.0
тот,тот,DET,1700.0
оказался,оказаться,VERB,1700.0
поскромнее,скромный,ADJ,1700.0
.,.,PUNCT,1700.0
Директор,директор,NOUN,1701.0
биржи,биржа,NOUN,1701.0
выполнял,выполнять,VERB,1701.0
свою,свой,DET,1701.0
работу,работа,NOUN,1701.0
хорошо,хорошо,ADV,1701.0
",",",",PUNCT,1701.0
но,но,CCONJ,1701.0
не,не,PART,1701.0
на,на,ADP,1701.0
140,140,NUM,1701.0
миллионов,миллион,NOUN,1701.0
долларов,доллар,NOUN,1701.0
(,(,PUNCT,1701.0
вообще,вообще,ADV,1701.0
не,не,PART,1701.0
очень,очень,ADV,1701.0
ясно,ясный,ADJ,1701.0
",",",",PUNCT,1701.0
что,что,PRON,1701.0
должен,должен,ADJ,1701.0
сделать,делать,VERB,1701.0
человек,человек,NOUN,1701.0
",",",",PUNCT,1701.0
чтобы,чтобы,SCONJ,1701.0
получить,получить,VERB,1701.0
столько,столько,ADV,1701.0
за,за,ADP,1701.0
год,год,NOUN,1701.0
-,-,PUNCT,1701.0
изобрести,изобрести,VERB,1701.0
лекарство,лекарство,NOUN,1701.0
от,от,ADP,1701.0
рака,рак,NOUN,1701.0
?,?,PUNCT,1701.0
),),PUNCT,1701.0
.,.,PUNCT,1701.0
И,и,CCONJ,1702.0
он,он,PRON,1702.0
не,не,PART,1702.0
был,быть,AUX,1702.0
незаменимым,незаменимый,ADJ,1702.0
",",",",PUNCT,1702.0
биржа,биржа,NOUN,1702.0
не,не,PART,1702.0
лопнула,лопаться,VERB,1702.0
",",",",PUNCT,1702.0
когда,когда,SCONJ,1702.0
ему,он,PRON,1702.0
пришлось,прийтись,VERB,1702.0
уйти,уйти,VERB,1702.0
.,.,PUNCT,1702.0
И,и,CCONJ,1703.0
",",",",PUNCT,1703.0
пожалуй,пожалуй,ADV,1703.0
",",",",PUNCT,1703.0
есть,быть,AUX,1703.0
на,на,ADP,1703.0
свете,свет,NOUN,1703.0
объекты,объект,NOUN,1703.0
",",",",PUNCT,1703.0
управлять,управлять,VERB,1703.0
которыми,который,PRON,1703.0
сложнее,сложный,ADJ,1703.0
",",",",PUNCT,1703.0
чем,чем,SCONJ,1703.0
биржей,биржа,NOUN,1703.0
.,.,PUNCT,1703.0
Выше,высоко,ADV,1704.0
было,быть,AUX,1704.0
сказано,сказать,VERB,1704.0
",",",",PUNCT,1704.0
что,что,SCONJ,1704.0
эксперимент,эксперимент,NOUN,1704.0
с,с,ADP,1704.0
разделом,раздел,NOUN,1704.0
денег,деньги,NOUN,1704.0
давал,давать,VERB,1704.0
одинаковые,одинаковый,ADJ,1704.0
результаты,результат,NOUN,1704.0
во,в,ADP,1704.0
всех,весь,DET,1704.0
странах,страна,NOUN,1704.0
.,.,PUNCT,1704.0
И,и,CCONJ,1705.0
все,все,PART,1705.0
же,же,PART,1705.0
традиции,традиция,NOUN,1705.0
",",",",PUNCT,1705.0
культура,культура,NOUN,1705.0
страны,страна,NOUN,1705.0
сильно,сильно,ADV,1705.0
влияют,влиять,VERB,1705.0
на,на,ADP,1705.0
то,то,PRON,1705.0
",",",",PUNCT,1705.0
что,что,PRON,1705.0
считается,считать,VERB,1705.0
справедливым,справедливый,ADJ,1705.0
и,и,CCONJ,1705.0
честным,честный,ADJ,1705.0
.,.,PUNCT,1705.0
Например,например,ADV,1706.0
",",",",PUNCT,1706.0
в,в,ADP,1706.0
США,США,PROPN,1706.0
главы,глава,NOUN,1706.0
крупных,крупный,ADJ,1706.0
фирм,фирма,NOUN,1706.0
получают,получать,VERB,1706.0
значительно,значительно,ADV,1706.0
больше,больше,ADV,1706.0
",",",",PUNCT,1706.0
чем,чем,SCONJ,1706.0
в,в,ADP,1706.0
Европе,Европа,PROPN,1706.0
или,или,CCONJ,1706.0
Японии,Япония,PROPN,1706.0
",",",",PUNCT,1706.0
и,и,CCONJ,1706.0
это,это,PRON,1706.0
никого,никто,PRON,1706.0
особенно,особенно,ADV,1706.0
не,не,PART,1706.0
волнует,волновать,VERB,1706.0
.,.,PUNCT,1706.0
Как,как,SCONJ,1707.0
пишет,писать,VERB,1707.0
один,один,DET,1707.0
американский,американский,ADJ,1707.0
экономист,экономист,NOUN,1707.0
",",",",PUNCT,1707.0
